"gene_id"
"2682"
"3065"
"3522"
"3600"
"3604"
"3651"
"3718"
"3721"
"3724"
"3867"
"3914"
"3943"
"3979"
"4071"
"4101"
"4137"
"4180"
"4189"
"4238"
"4246"
"4258"
"4285"
"4351"
"4353"
"4368"
"4379"
"4407"
"4447"
"4495"
"4514"
"4518"
"4543"
"4584"
"4653"
"4656"
"4676"
"4701"
"4710"
"4721"
"4740"
"4754"
"4770"
"4789"
"4794"
"4806"
"4807"
"4815"
"4851"
"4879"
"4883"
"4891"
"4892"
"4931"
"4954"
"4966"
"4967"
"4994"
"4999"
"5024"
"5047"
"5057"
"5058"
"5081"
"5108"
"5119"
"5178"
"5179"
"5244"
"5273"
"5280"
"5282"
"5283"
"5286"
"5293"
"5313"
"5322"
"5345"
"5353"
"5385"
"5395"
"5397"
"5398"
"5402"
"5439"
"5446"
"5455"
"5466"
"5470"
"5488"
"5495"
"5498"
"5508"
"5523"
"5528"
"5550"
"5566"
"5571"
"5583"
"5595"
"5618"
"5619"
"5621"
"5673"
"5690"
"5710"
"5711"
"5717"
"5719"
"5722"
"5723"
"5771"
"5776"
"5780"
"5789"
"5819"
"5822"
"5824"
"5835"
"5853"
"5898"
"5916"
"5921"
"5928"
"5939"
"5941"
"5948"
"5983"
"5992"
"6000"
"6005"
"6027"
"6039"
"6053"
"6056"
"6073"
"6081"
"6095"
"6096"
"6103"
"6121"
"6161"
"6177"
"6196"
"6205"
"6207"
"6214"
"6227"
"6244"
"6263"
"6290"
"6300"
"6301"
"6302"
"6310"
"6322"
"6339"
"6355"
"6368"
"6375"
"6380"
"6411"
"6431"
"6432"
"6433"
"6436"
"6440"
"6488"
"6506"
"6512"
"6529"
"6530"
"6537"
"6546"
"6574"
"6578"
"6585"
"6591"
"6596"
"6609"
"6613"
"6614"
"6623"
"6625"
"6631"
"6646"
"6650"
"6660"
"6671"
"6679"
"6681"
"6684"
"6688"
"6712"
"6731"
"6758"
"6764"
"6766"
"6770"
"6781"
"6797"
"6811"
"6816"
"6820"
"6824"
"6825"
"6826"
"6827"
"6841"
"6848"
"6851"
"6855"
"6873"
"6911"
"6938"
"6947"
"6948"
"6957"
"6967"
"6988"
"6989"
"6993"
"6995"
"6997"
"6998"
"7001"
"7002"
"7009"
"7013"
"7026"
"7033"
"7038"
"7039"
"7050"
"7056"
"7064"
"7067"
"7073"
"7088"
"7091"
"7095"
"7096"
"7100"
"7102"
"7103"
"7105"
"7108"
"7115"
"7127"
"7130"
"7137"
"7143"
"7144"
"7155"
"7188"
"7194"
"7197"
"7206"
"7207"
"7208"
"7233"
"7238"
"7249"
"7252"
"7273"
"7286"
"7290"
"7292"
"7294"
"7297"
"7300"
"7301"
"7305"
"7312"
"7316"
"7317"
"7325"
"7337"
"7342"
"7343"
"7353"
"7357"
"7371"
"7384"
"7397"
"7399"
"7408"
"7413"
"7426"
"7440"
"7446"
"7448"
"7457"
"7459"
"7464"
"7466"
"7480"
"7483"
"7484"
"7490"
"7498"
"7499"
"7505"
"7519"
"7527"
"7536"
"7537"
"7555"
"7557"
"7574"
"7593"
"7597"
"7599"
"7605"
"7609"
"7610"
"7616"
"7617"
"7628"
"7636"
"7641"
"7644"
"7651"
"7653"
"7662"
"7670"
"7672"
"7673"
"7683"
"7698"
"7713"
"7717"
"7720"
"7742"
"7749"
"7755"
"7757"
"7767"
"7769"
"7771"
"7775"
"7776"
"7802"
"7815"
"7819"
"7826"
"7834"
"7838"
"7853"
"7859"
"7867"
"7869"
"7875"
"7887"
"7889"
"7891"
"7900"
"7906"
"7919"
"7921"
"7931"
"7937"
"7940"
"7942"
"7947"
"7968"
"7985"
"7991"
"8004"
"8005"
"8021"
"8029"
"8030"
"8043"
"8044"
"8051"
"8053"
"8055"
"8067"
"8084"
"8088"
"8093"
"8103"
"8106"
"8109"
"8123"
"8124"
"8129"
"8137"
"8143"
"8147"
"8149"
"8161"
"8162"
"8171"
"8174"
"8188"
"8193"
"8205"
"8210"
"8213"
"8221"
"8250"
"8257"
"8262"
"8273"
"8278"
"8283"
"8285"
"8289"
"8298"
"8300"
"8301"
"8310"
"8314"
"8335"
"8337"
"8342"
"8346"
"8352"
"8353"
"8356"
"8363"
"8364"
"8375"
"8378"
"8382"
"8391"
"8423"
"8428"
"8432"
"8436"
"8442"
"8450"
"8462"
"8468"
"8471"
"8473"
"8476"
"8488"
"8495"
"8500"
"8501"
"8505"
"8512"
"8521"
"8530"
"8537"
"8543"
"8546"
"8547"
"8548"
"8551"
"8558"
"8563"
"8568"
"8574"
"8577"
"8578"
"8581"
"8598"
"8601"
"8618"
"8642"
"8643"
"8648"
"8659"
"8671"
"8683"
"8690"
"8712"
"8719"
"8720"
"8721"
"8722"
"8737"
"8739"
"8742"
"8751"
"8774"
"8779"
"8785"
"8800"
"8801"
"8809"
"8810"
"8831"
"8844"
"8856"
"8866"
"8869"
"8877"
"8901"
"8904"
"8916"
"8918"
"8920"
"8922"
"8936"
"8940"
"8964"
"8967"
"8968"
"8969"
"8975"
"8976"
"8979"
"8982"
"8983"
"8988"
"8990"
"8998"
"9004"
"9009"
"9011"
"9013"
"9015"
"9019"
"9028"
"9033"
"9041"
"9049"
"9052"
"9073"
"9088"
"9091"
"9094"
"9103"
"9115"
"9130"
"9134"
"9142"
"9145"
"9151"
"9153"
"9158"
"9165"
"9166"
"9168"
"9174"
"9185"
"9194"
"9197"
"9208"
"9222"
"9224"
"9225"
"9235"
"9239"
"9247"
"9253"
"9257"
"9262"
"9303"
